,0
979,법학과를 살려 공무원을 준비하려는 학생에게는 가장 좋은 학과다. 하지만 그렇다고 공무원을 할거니깐 법학과 라는 공식은 성립되지 않는다 진짜 법공부가 하고 싶다거나 법쪽으로 생각이 강하면 추천을 하지만 그렇지 않다면 비추다 전과를 하는 학생도 꾀 된다 한 학년에100명이라는 학생수가 그리 적은 편은 아니다 하지만 여기서 50정도가 공부하고 나머지50은 법엔 관심도없다 교수님들의 수준은 굉장히 높으시다 질좋은 강의를 들을 수 잇다 잘만 따라간다면 좋은 결과가 있을것이다
980,"일단 용인,성남에 사시는분들에게있어서 교통이용이하고 캠퍼스자체는 얼마지어진지 안됀 건물들이있어서 전체적으로 깨끗해요. 재단도좋고 그러니까 장학금에도 여러가지종류가 있어서 장학금받는거는 다른학교에 비하면 수훨합니다. 전체적으로좋아요"
981,이학과는 나중에 전기공학과로합쳐지니 쓸일도없구 어짜피 여기학과로못오니까 전기공학과와똑같다구보시면되요 당연 취업률도 전기공학과보단아니지만 좋긴좋아요
982,편리한 시설과 학생들이 공부를 열심히해서 동기부여가 잘됩니다
983,동양어문학과 일본어와 중국어를 동시에 배울 수 있다
984,학교가 지하철역이랑 연결되어 있어 편리합니다. 캠퍼스가 넓은편입니다.
985,교수님이 좋으십니다!! 다양한 활동을 할 수 있습니다.사업단이 잘 구성되어있습니다.
986,깨끗하고 학교가 예뻐요 특히 무당이라는 셔틀버스 덕분에 높은 언덕도 끄떡없어요 요즘 학교평판이 높아지고있죠
987,다른학과보다 교과과정이 쉬운편이고 요리하는 수업도 있어서 재미있어요
988,일단 시설 좋음 좋은 교수님도 많음 선배도 착함
989,이쁘고 잘생긴 애들 집합소는 뻥이고 선후배 사이가 엄청 돈독해요. 학교 다닐 맛 납니다
990,
991,
992,
993,
994,일단 학교시설은 건물마다 차이가 있지만 괜찮은 편이구요 네임벨류는 점점 발전하고 있는 전망있는 학교입니다
995,저희 학과는 인원이 너무 많아요 그리고 장학 사업이 타학과에 비해 없어서 좀 아쉽네요
996,
997,
998,강의실이 역과 가장가까운 건물인 비전타워에 위치하고 있어 접근성이 아주 좋다. 또한 가천대의 핫플이라고 할 수 있는 경원프라자와의 접근성도 좋다. 떼루와 커피만 이삭토스트 공차 등등 10분만에 다녀올수있다 학업분위기가 강하면서도 약하다 이건 케바케다 열심히하는사람들은 진짜 열심히 한다 반면 그렇지 않은사람들은 또 안한다 술을 정말 잘 마시러 다닌다 원하면 매일 술을 마실수 있다 노래잘부르는 사람이 많아 예술학관줄 아는 착각의 늪에 빠질수있다 건물은 여름에 정말 시원하고 겨울에 따듯하다 화장실이 정말 깨끗하다 어머님들이 청소를 잘 해주신다
999,법학과를 살려 공무원을 준비하려는 학생에게는 가장 좋은 학과다. 하지만 그렇다고 공무원을 할거니깐 법학과 라는 공식은 성립되지 않는다 진짜 법공부가 하고 싶다거나 법쪽으로 생각이 강하면 추천을 하지만 그렇지 않다면 비추다 전과를 하는 학생도 꾀 된다 한 학년에100명이라는 학생수가 그리 적은 편은 아니다 하지만 여기서 50정도가 공부하고 나머지50은 법엔 관심도없다 교수님들의 수준은 굉장히 높으시다 질좋은 강의를 들을 수 잇다 잘만 따라간다면 좋은 결과가 있을것이다
1000,"일단 용인,성남에 사시는분들에게있어서 교통이용이하고 캠퍼스자체는 얼마지어진지 안됀 건물들이있어서 전체적으로 깨끗해요. 재단도좋고 그러니까 장학금에도 여러가지종류가 있어서 장학금받는거는 다른학교에 비하면 수훨합니다. 전체적으로좋아요"
1001,이학과는 나중에 전기공학과로합쳐지니 쓸일도없구 어짜피 여기학과로못오니까 전기공학과와똑같다구보시면되요 당연 취업률도 전기공학과보단아니지만 좋긴좋아요
1002,편리한 시설과 학생들이 공부를 열심히해서 동기부여가 잘됩니다
1003,동양어문학과 일본어와 중국어를 동시에 배울 수 있다
1004,
1005,
1006,깨끗하고 학교가 예뻐요 특히 무당이라는 셔틀버스 덕분에 높은 언덕도 끄떡없어요 요즘 학교평판이 높아지고있죠
1007,다른학과보다 교과과정이 쉬운편이고 요리하는 수업도 있어서 재미있어요
1008,일단 시설 좋음 좋은 교수님도 많음 선배도 착함
1009,이쁘고 잘생긴 애들 집합소는 뻥이고 선후배 사이가 엄청 돈독해요. 학교 다닐 맛 납니다
1010,
1011,
1012,
1013,
1014,일단 학교시설은 건물마다 차이가 있지만 괜찮은 편이구요 네임벨류는 점점 발전하고 있는 전망있는 학교입니다
1015,저희 학과는 인원이 너무 많아요 그리고 장학 사업이 타학과에 비해 없어서 좀 아쉽네요
1016,
1017,
1018,강의실이 역과 가장가까운 건물인 비전타워에 위치하고 있어 접근성이 아주 좋다. 또한 가천대의 핫플이라고 할 수 있는 경원프라자와의 접근성도 좋다. 떼루와 커피만 이삭토스트 공차 등등 10분만에 다녀올수있다 학업분위기가 강하면서도 약하다 이건 케바케다 열심히하는사람들은 진짜 열심히 한다 반면 그렇지 않은사람들은 또 안한다 술을 정말 잘 마시러 다닌다 원하면 매일 술을 마실수 있다 노래잘부르는 사람이 많아 예술학관줄 아는 착각의 늪에 빠질수있다 건물은 여름에 정말 시원하고 겨울에 따듯하다 화장실이 정말 깨끗하다 어머님들이 청소를 잘 해주신다
1019,법학과를 살려 공무원을 준비하려는 학생에게는 가장 좋은 학과다. 하지만 그렇다고 공무원을 할거니깐 법학과 라는 공식은 성립되지 않는다 진짜 법공부가 하고 싶다거나 법쪽으로 생각이 강하면 추천을 하지만 그렇지 않다면 비추다 전과를 하는 학생도 꾀 된다 한 학년에100명이라는 학생수가 그리 적은 편은 아니다 하지만 여기서 50정도가 공부하고 나머지50은 법엔 관심도없다 교수님들의 수준은 굉장히 높으시다 질좋은 강의를 들을 수 잇다 잘만 따라간다면 좋은 결과가 있을것이다
1020,"일단 용인,성남에 사시는분들에게있어서 교통이용이하고 캠퍼스자체는 얼마지어진지 안됀 건물들이있어서 전체적으로 깨끗해요. 재단도좋고 그러니까 장학금에도 여러가지종류가 있어서 장학금받는거는 다른학교에 비하면 수훨합니다. 전체적으로좋아요"
1021,이학과는 나중에 전기공학과로합쳐지니 쓸일도없구 어짜피 여기학과로못오니까 전기공학과와똑같다구보시면되요 당연 취업률도 전기공학과보단아니지만 좋긴좋아요
1022,학교에 돈이 많아서 학생복지가 좋아요.
1023,취업에 좋아요. 돈도 많이벌고 재밌어요
1024,시설이 낡았어요.대부분이 전과를 많이 시도해서 사람들이 많이 없어질수도 있어요
1025,시설이 낡았어요.대부분이 전과를 많이 시도해서 사람들이 많이 없어질수도 있어요
1026,관현악과 분위기 좋습니다. 많이많이 와주세요~
1027,관현악과 분위기 좋습니다. 많이많이 와주세요~
1028,"학교 내에 장학금이 많아요. 학교활동 활발하게 참여하면 조금씩이라도 돈이 나옵니다! 그리고 건물도 좋고 시설도 좋아요! 물론 오래된 건물도 있지만 신설 건물들 때문에 그 점은 딱히 신경 안쓰여요. 학교내에 상점이 많아요. 올리브영, 오니기리와이규동, 신의한컵, 봉구스, 파리바게뜨, 던킨 등등 없는 게 없어요!! 심지어 안경점도 있어요. 정말 모든 걸 학교 안에서 해결할 수 있어 최고입니다."
1029,학과 자체는 유망하지만 가천대는 세부 심화전공이 따로 나뉘지 않아요. 그래서 자기가 배우고 싶은 과목을 잘 찾아서 신청해야합니다.
1030,
1031,
1032,
1033,
1034,일단 학교시설은 건물마다 차이가 있지만 괜찮은 편이구요 네임벨류는 점점 발전하고 있는 전망있는 학교입니다
1035,저희 학과는 인원이 너무 많아요 그리고 장학 사업이 타학과에 비해 없어서 좀 아쉽네요
1036,
1037,
1038,많이 발전하고 있는게 느껴지고 눈으로 보이는 학교!
1039,교수님이 열정적이라 좋고 필요한 과목만 골라 배우는 것 같은 느낌!
1040,수업 질이 아주 좋습니다 . 시설이 매우 좋습니다 학식이 맛있습니다
1041,취업이 잘 되지않습니다 하지만 수업은 재밌습니다 기프티콘 주세요
1042,학교에 돈이 많아서 학생복지가 좋아요.
1043,취업에 좋아요. 돈도 많이벌고 재밌어요
1044,시설이 낡았어요.대부분이 전과를 많이 시도해서 사람들이 많이 없어질수도 있어요
1045,시설이 낡았어요.대부분이 전과를 많이 시도해서 사람들이 많이 없어질수도 있어요
1046,관현악과 분위기 좋습니다. 많이많이 와주세요~
1047,관현악과 분위기 좋습니다. 많이많이 와주세요~
1048,"학교 내에 장학금이 많아요. 학교활동 활발하게 참여하면 조금씩이라도 돈이 나옵니다! 그리고 건물도 좋고 시설도 좋아요! 물론 오래된 건물도 있지만 신설 건물들 때문에 그 점은 딱히 신경 안쓰여요. 학교내에 상점이 많아요. 올리브영, 오니기리와이규동, 신의한컵, 봉구스, 파리바게뜨, 던킨 등등 없는 게 없어요!! 심지어 안경점도 있어요. 정말 모든 걸 학교 안에서 해결할 수 있어 최고입니다."
1049,학과 자체는 유망하지만 가천대는 세부 심화전공이 따로 나뉘지 않아요. 그래서 자기가 배우고 싶은 과목을 잘 찾아서 신청해야합니다.
1050,
1051,
1052,
1053,
1054,선후배간의 사이는돈독하지만 졸업후 연결이 되진않는다 생각보다 열심히하는 친구들이많다
1055,선후배간의 사이는돈독하지만 졸업후 연결이 되진않는다 생각보다 열심히하는 친구들이많다
1056,
1057,
1058,많이 발전하고 있는게 느껴지고 눈으로 보이는 학교!
1059,교수님이 열정적이라 좋고 필요한 과목만 골라 배우는 것 같은 느낌!
1060,수업 질이 아주 좋습니다 . 시설이 매우 좋습니다 학식이 맛있습니다
1061,취업이 잘 되지않습니다 하지만 수업은 재밌습니다 기프티콘 주세요
1062,학교에 돈이 많아서 학생복지가 좋아요.
1063,취업에 좋아요. 돈도 많이벌고 재밌어요
1064,"장점은 대학교들 중에 지하철 통학이 가장 편하지 않나 생각돼요. 가천대역에서 내리면 바로 학교 안이니까 줄서서 셔틀버스를 탈 필요도 없고 정말 편해요! 몇몇 신입생 군기논란이 된 타 학교들과 달리 선배들의 군기같은게 하나도 없고 오히려 누나 언니 형 오빠 사이로 친근하게 허물없이 지낼 수 있어요(단,사교성에 한하여!) / 단점은 학교자체가 여름에는 되게 덥고 겨울에는 되게 추워서 약~간 힘들다는 점?! 그치만 강의실에 난방 에어컨 시설을 다 구비돼있어요."
1065,"국어를 좋아하고 꾸준한 관심이 있었다면 전공, 계열교양의 내용들이 정말 재밌고 흥미롭게 다가올거에요! 교수님도 학생들을 많이 생각해주시고요. 능력은 당연히 출중하시고~!"
1066,우리학교는 정말 좋은 학교시설과 앞선 의료시스템을 바탕으로 한 의과대학입니다. 누구라도 부러워 할 학교입니다. 안오시면 후회합니다. 또한 하와이 어학연수등 각종 어마무시한 혜택이 있습니다. 의사가 되기위한 첫번째 발걸음을 뗄 준비하는 학생이라면 첫걸을을 떼기위한 최적의 학교인 가천대학교 꼭 오세요~
1067,의예과는 본격적으로 의학에 대해 공부하기 전에 교양을 쌓고 공부를 하기위한 준비를 하는 단계입니다. 그에 맞는 교육시스템이 잘 구비되어 있고 문화생활을 즐기기에 좋은 강남이 20분 거리입니다.
1068,"학교 내에 장학금이 많아요. 학교활동 활발하게 참여하면 조금씩이라도 돈이 나옵니다! 그리고 건물도 좋고 시설도 좋아요! 물론 오래된 건물도 있지만 신설 건물들 때문에 그 점은 딱히 신경 안쓰여요. 학교내에 상점이 많아요. 올리브영, 오니기리와이규동, 신의한컵, 봉구스, 파리바게뜨, 던킨 등등 없는 게 없어요!! 심지어 안경점도 있어요. 정말 모든 걸 학교 안에서 해결할 수 있어 최고입니다."
1069,학과 자체는 유망하지만 가천대는 세부 심화전공이 따로 나뉘지 않아요. 그래서 자기가 배우고 싶은 과목을 잘 찾아서 신청해야합니다.
1070,
1071,
1072,
1073,
1074,선후배간의 사이는돈독하지만 졸업후 연결이 되진않는다 생각보다 열심히하는 친구들이많다
1075,선후배간의 사이는돈독하지만 졸업후 연결이 되진않는다 생각보다 열심히하는 친구들이많다
1076,
1077,
1078,시설 괜찮음 주변밥집도많음 역가까움 미래밝다고함
1079,"미래없음 취업힘듬 1,2학년에중요전공다잇어서빡셈"
1080,
1081,
1082,메디컬은 캠퍼스를 기대하고 오면 안돼요..ㅎㅎ
1083,오려고해서 온 과는 아니지만 배우는 것도 재밌어요~ 과인원이 많아서 선후배 문화도 잘 되어있고 학교생활하기도 편하답니다 :)
1084,"장점은 대학교들 중에 지하철 통학이 가장 편하지 않나 생각돼요. 가천대역에서 내리면 바로 학교 안이니까 줄서서 셔틀버스를 탈 필요도 없고 정말 편해요! 몇몇 신입생 군기논란이 된 타 학교들과 달리 선배들의 군기같은게 하나도 없고 오히려 누나 언니 형 오빠 사이로 친근하게 허물없이 지낼 수 있어요(단,사교성에 한하여!) / 단점은 학교자체가 여름에는 되게 덥고 겨울에는 되게 추워서 약~간 힘들다는 점?! 그치만 강의실에 난방 에어컨 시설을 다 구비돼있어요."
1085,"국어를 좋아하고 꾸준한 관심이 있었다면 전공, 계열교양의 내용들이 정말 재밌고 흥미롭게 다가올거에요! 교수님도 학생들을 많이 생각해주시고요. 능력은 당연히 출중하시고~!"
1086,우리학교는 정말 좋은 학교시설과 앞선 의료시스템을 바탕으로 한 의과대학입니다. 누구라도 부러워 할 학교입니다. 안오시면 후회합니다. 또한 하와이 어학연수등 각종 어마무시한 혜택이 있습니다. 의사가 되기위한 첫번째 발걸음을 뗄 준비하는 학생이라면 첫걸을을 떼기위한 최적의 학교인 가천대학교 꼭 오세요~
1087,의예과는 본격적으로 의학에 대해 공부하기 전에 교양을 쌓고 공부를 하기위한 준비를 하는 단계입니다. 그에 맞는 교육시스템이 잘 구비되어 있고 문화생활을 즐기기에 좋은 강남이 20분 거리입니다.
1088,장점은 교통편이 좋고 시설이 나름 괜찮다는 것이고 단점은 주변에 놀데가 없다는것과 평판이 극닥 좋지않다는 점이다.
1089,장점은 정말 모르겠고 단점은 여자가 너무 많아....노잼.. 그리고 선후배가 그리 돈독하지는 않은듯 하다
1090,
1091,
1092,
1093,
1094,
1095,
1096,
1097,
1098,시설 괜찮음 주변밥집도많음 역가까움 미래밝다고함
1099,"미래없음 취업힘듬 1,2학년에중요전공다잇어서빡셈"
1100,학교가 커서 일단 다닐 맛이 납니다.
1101,저희 과만 그런지는 몰라도 사람들이 다들 착해요.
1102,메디컬은 캠퍼스를 기대하고 오면 안돼요..ㅎㅎ
1103,오려고해서 온 과는 아니지만 배우는 것도 재밌어요~ 과인원이 많아서 선후배 문화도 잘 되어있고 학교생활하기도 편하답니다 :)
1104,"장점은 대학교들 중에 지하철 통학이 가장 편하지 않나 생각돼요. 가천대역에서 내리면 바로 학교 안이니까 줄서서 셔틀버스를 탈 필요도 없고 정말 편해요! 몇몇 신입생 군기논란이 된 타 학교들과 달리 선배들의 군기같은게 하나도 없고 오히려 누나 언니 형 오빠 사이로 친근하게 허물없이 지낼 수 있어요(단,사교성에 한하여!) / 단점은 학교자체가 여름에는 되게 덥고 겨울에는 되게 추워서 약~간 힘들다는 점?! 그치만 강의실에 난방 에어컨 시설을 다 구비돼있어요."
1105,"국어를 좋아하고 꾸준한 관심이 있었다면 전공, 계열교양의 내용들이 정말 재밌고 흥미롭게 다가올거에요! 교수님도 학생들을 많이 생각해주시고요. 능력은 당연히 출중하시고~!"
1106,우리학교는 정말 좋은 학교시설과 앞선 의료시스템을 바탕으로 한 의과대학입니다. 누구라도 부러워 할 학교입니다. 안오시면 후회합니다. 또한 하와이 어학연수등 각종 어마무시한 혜택이 있습니다. 의사가 되기위한 첫번째 발걸음을 뗄 준비하는 학생이라면 첫걸을을 떼기위한 최적의 학교인 가천대학교 꼭 오세요~
1107,의예과는 본격적으로 의학에 대해 공부하기 전에 교양을 쌓고 공부를 하기위한 준비를 하는 단계입니다. 그에 맞는 교육시스템이 잘 구비되어 있고 문화생활을 즐기기에 좋은 강남이 20분 거리입니다.
1108,장점은 교통편이 좋고 시설이 나름 괜찮다는 것이고 단점은 주변에 놀데가 없다는것과 평판이 극닥 좋지않다는 점이다.
1109,장점은 정말 모르겠고 단점은 여자가 너무 많아....노잼.. 그리고 선후배가 그리 돈독하지는 않은듯 하다
1110,
1111,
1112,
1113,
1114,"학교가 평지이고 건물들이 몰려있어 이동하기가 용이합니다. 건물들이 연결되어 있고 역으로 통해서 학교를 들어오기 때문에 많이 걷지않아도 됩니다. 지하3층에는 먹거리(파파이스,짜장면집,컵밥 등) 편리한 시설들이 몰려있어서 대학밖으로 나갈 필요가 거의 없어요. 인풋이 높아지고 있고 학교에서 다양한 대회들이 있어 열심히 준비한다면 장학금도 쏠쏠하게 받을 수 있습니다. 학교 기숙사가 산쪽에 있는 편이지만 운동한다고 생각하고 걸어가면 총장님을 욕하고 싶지만 그래도 걸어갈 정도는 됩니다. 그리고 신설건물이고 냉방도 시원하게 잘 되는 편, 겨울이 아직아니라 보일러는 틀지않았지만 자동제어가 아닌건 확실!"
1115,교수님들이 조금 나이가 있으신 편이라 답답할 수 있지만 관심을 가져주시는 교수님들이 많은 편입니다. 사실 학교에서 아두이노를 처음해보았고 경진대회도 많이 열리고 또 학과에서 지원을 해주는 편이라 자신이 그 분야에 열정적이면 장학금 통장으로 직행하는 금액을 받을 수 있습니다. 교수님의 강의 내용은 가이드라인을 제시해주시는 편입니다. 모르는 부분이 있다면 교수님을 찾아가서 질문해보세요 좋아라하십니다. 과제의 빡셈은 교수님따라 다르지만 죽지않을 정도이고 다른 학교 전기과 교수님들은 잘 모르겠지만 자격증의 언급을 많이 하시는 편입니다.
1116,
1117,
1118,시설 괜찮음 주변밥집도많음 역가까움 미래밝다고함
1119,"미래없음 취업힘듬 1,2학년에중요전공다잇어서빡셈"
1120,학교가 커서 일단 다닐 맛이 납니다.
1121,저희 과만 그런지는 몰라도 사람들이 다들 착해요.
1122,메디컬은 캠퍼스를 기대하고 오면 안돼요..ㅎㅎ
1123,오려고해서 온 과는 아니지만 배우는 것도 재밌어요~ 과인원이 많아서 선후배 문화도 잘 되어있고 학교생활하기도 편하답니다 :)
1124,
1125,
1126,우리학교는 정말 좋은 학교시설과 앞선 의료시스템을 바탕으로 한 의과대학입니다. 누구라도 부러워 할 학교입니다. 안오시면 후회합니다. 또한 하와이 어학연수등 각종 어마무시한 혜택이 있습니다. 의사가 되기위한 첫번째 발걸음을 뗄 준비하는 학생이라면 첫걸을을 떼기위한 최적의 학교인 가천대학교 꼭 오세요~
1127,의예과는 본격적으로 의학에 대해 공부하기 전에 교양을 쌓고 공부를 하기위한 준비를 하는 단계입니다. 그에 맞는 교육시스템이 잘 구비되어 있고 문화생활을 즐기기에 좋은 강남이 20분 거리입니다.
1128,장점은 교통편이 좋고 시설이 나름 괜찮다는 것이고 단점은 주변에 놀데가 없다는것과 평판이 극닥 좋지않다는 점이다.
1129,장점은 정말 모르겠고 단점은 여자가 너무 많아....노잼.. 그리고 선후배가 그리 돈독하지는 않은듯 하다
1130,
1131,
1132,
1133,
1134,"학교가 평지이고 건물들이 몰려있어 이동하기가 용이합니다. 건물들이 연결되어 있고 역으로 통해서 학교를 들어오기 때문에 많이 걷지않아도 됩니다. 지하3층에는 먹거리(파파이스,짜장면집,컵밥 등) 편리한 시설들이 몰려있어서 대학밖으로 나갈 필요가 거의 없어요. 인풋이 높아지고 있고 학교에서 다양한 대회들이 있어 열심히 준비한다면 장학금도 쏠쏠하게 받을 수 있습니다. 학교 기숙사가 산쪽에 있는 편이지만 운동한다고 생각하고 걸어가면 총장님을 욕하고 싶지만 그래도 걸어갈 정도는 됩니다. 그리고 신설건물이고 냉방도 시원하게 잘 되는 편, 겨울이 아직아니라 보일러는 틀지않았지만 자동제어가 아닌건 확실!"
1135,교수님들이 조금 나이가 있으신 편이라 답답할 수 있지만 관심을 가져주시는 교수님들이 많은 편입니다. 사실 학교에서 아두이노를 처음해보았고 경진대회도 많이 열리고 또 학과에서 지원을 해주는 편이라 자신이 그 분야에 열정적이면 장학금 통장으로 직행하는 금액을 받을 수 있습니다. 교수님의 강의 내용은 가이드라인을 제시해주시는 편입니다. 모르는 부분이 있다면 교수님을 찾아가서 질문해보세요 좋아라하십니다. 과제의 빡셈은 교수님따라 다르지만 죽지않을 정도이고 다른 학교 전기과 교수님들은 잘 모르겠지만 자격증의 언급을 많이 하시는 편입니다.
1136,
1137,
1138,
1139,
1140,학교가 커서 일단 다닐 맛이 납니다.
1141,저희 과만 그런지는 몰라도 사람들이 다들 착해요.
1142,학교가 인천에 있어 대학 생활같지 않고 캠퍼스도 안예쁘다. 교양과목도 많지 않은 편이라 선택범위가 좁아 불만이 많았다. 하지만 학교에서 지원해주는 프로그램이 정말 마음에 든다.
1143,학교를 추천하진 않지만 학과를 추천한다. 학생 수가 많아 동기들과 선배들을 다 알 지 못해 아쉽다. 아웃풋이 좋다고 들었다. 아무래도 길병원의 든든함..?이 장점인 것 같다.
1144,교수님이 깐깐하여 공부를 잘하게됩니다.
1145,취업률 걱정할 필요가 없다!! 무조건 와
1146,가천대는 편의시설이 많고 여러 활동을하면 그만큼 장학금을 많이줘서 학교에 대한 애착심도 생긴답니다
1147,50명정도 되서 과 사람들끼리 잘지내고 저희과 입시 점수가 가장높아서 자부심도 높아요 4학년들 취직하는거보면 여러회사에도 잘 들어가시더라구요
1148,"장학금 제도가 잘되어있어서 특성화사업이나 수업,프로그램에 참여함으로써 장학금을 많이 얻을 수 있습니다. 또한 면접을 통해 학교에서 하와이를 보내주거나 단기로 해외를 보내줍니다. 이런데서 학교의 장점을 알 수 있고 단점이라면 학교 졸업후의 취업이 그렇게 잘되는 편이 아니라 생각합니다."
1149,"솔직히 학과는 전망도 좋고 실습할때도 길병원과 연결되어 있다는점, 대학병원이 있다는점이 좋고요. 학과 특성상 갈 수 있는 길이 많아서 앞으로 진로선택할때 다양하게 선택할 수 있을 것입니다."
1150,
1151,
1152,
1153,
1154,"학교가 평지이고 건물들이 몰려있어 이동하기가 용이합니다. 건물들이 연결되어 있고 역으로 통해서 학교를 들어오기 때문에 많이 걷지않아도 됩니다. 지하3층에는 먹거리(파파이스,짜장면집,컵밥 등) 편리한 시설들이 몰려있어서 대학밖으로 나갈 필요가 거의 없어요. 인풋이 높아지고 있고 학교에서 다양한 대회들이 있어 열심히 준비한다면 장학금도 쏠쏠하게 받을 수 있습니다. 학교 기숙사가 산쪽에 있는 편이지만 운동한다고 생각하고 걸어가면 총장님을 욕하고 싶지만 그래도 걸어갈 정도는 됩니다. 그리고 신설건물이고 냉방도 시원하게 잘 되는 편, 겨울이 아직아니라 보일러는 틀지않았지만 자동제어가 아닌건 확실!"
1155,교수님들이 조금 나이가 있으신 편이라 답답할 수 있지만 관심을 가져주시는 교수님들이 많은 편입니다. 사실 학교에서 아두이노를 처음해보았고 경진대회도 많이 열리고 또 학과에서 지원을 해주는 편이라 자신이 그 분야에 열정적이면 장학금 통장으로 직행하는 금액을 받을 수 있습니다. 교수님의 강의 내용은 가이드라인을 제시해주시는 편입니다. 모르는 부분이 있다면 교수님을 찾아가서 질문해보세요 좋아라하십니다. 과제의 빡셈은 교수님따라 다르지만 죽지않을 정도이고 다른 학교 전기과 교수님들은 잘 모르겠지만 자격증의 언급을 많이 하시는 편입니다.
1156,
1157,
1158,공부열심히해서 더좋은대학가라 지하철역이 가깝고 학교셔틀(무당이)가 있어서 편함ㅇㅇ 학식ㄴ맛 대학가X 가뽕 오지게 넣어줌 공부열심히해라
1159,갠플좋아하면 그럭저럭 전공수업하는 가천관이 새건물이라 좋음ㅇㅇ 과실앵간 커리큘럼은 할말이없다...공부열심히해라..
1160,장학금을 잘줘서 집안이 어려운친구에겐 좋을 듯 해요
1161,선배들 모두 좋아요 교수님들도 즐겁게 수업해 주십니다 다른 학과보단 널럴한 것 같아요
1162,학교가 인천에 있어 대학 생활같지 않고 캠퍼스도 안예쁘다. 교양과목도 많지 않은 편이라 선택범위가 좁아 불만이 많았다. 하지만 학교에서 지원해주는 프로그램이 정말 마음에 든다.
1163,학교를 추천하진 않지만 학과를 추천한다. 학생 수가 많아 동기들과 선배들을 다 알 지 못해 아쉽다. 아웃풋이 좋다고 들었다. 아무래도 길병원의 든든함..?이 장점인 것 같다.
1164,교수님이 깐깐하여 공부를 잘하게됩니다.
1165,취업률 걱정할 필요가 없다!! 무조건 와
1166,가천대는 편의시설이 많고 여러 활동을하면 그만큼 장학금을 많이줘서 학교에 대한 애착심도 생긴답니다
1167,50명정도 되서 과 사람들끼리 잘지내고 저희과 입시 점수가 가장높아서 자부심도 높아요 4학년들 취직하는거보면 여러회사에도 잘 들어가시더라구요
1168,"장학금 제도가 잘되어있어서 특성화사업이나 수업,프로그램에 참여함으로써 장학금을 많이 얻을 수 있습니다. 또한 면접을 통해 학교에서 하와이를 보내주거나 단기로 해외를 보내줍니다. 이런데서 학교의 장점을 알 수 있고 단점이라면 학교 졸업후의 취업이 그렇게 잘되는 편이 아니라 생각합니다."
1169,"솔직히 학과는 전망도 좋고 실습할때도 길병원과 연결되어 있다는점, 대학병원이 있다는점이 좋고요. 학과 특성상 갈 수 있는 길이 많아서 앞으로 진로선택할때 다양하게 선택할 수 있을 것입니다."
1170,
1171,
1172,
1173,
1174,
1175,
1176,
1177,
1178,공부열심히해서 더좋은대학가라 지하철역이 가깝고 학교셔틀(무당이)가 있어서 편함ㅇㅇ 학식ㄴ맛 대학가X 가뽕 오지게 넣어줌 공부열심히해라
1179,갠플좋아하면 그럭저럭 전공수업하는 가천관이 새건물이라 좋음ㅇㅇ 과실앵간 커리큘럼은 할말이없다...공부열심히해라..
1180,장학금을 잘줘서 집안이 어려운친구에겐 좋을 듯 해요
1181,선배들 모두 좋아요 교수님들도 즐겁게 수업해 주십니다 다른 학과보단 널럴한 것 같아요
1182,학교가 인천에 있어 대학 생활같지 않고 캠퍼스도 안예쁘다. 교양과목도 많지 않은 편이라 선택범위가 좁아 불만이 많았다. 하지만 학교에서 지원해주는 프로그램이 정말 마음에 든다.
1183,학교를 추천하진 않지만 학과를 추천한다. 학생 수가 많아 동기들과 선배들을 다 알 지 못해 아쉽다. 아웃풋이 좋다고 들었다. 아무래도 길병원의 든든함..?이 장점인 것 같다.
1184,"학교가 너무작고 학식이 맛없다 무엇보다도 과방이없다. 메디컬이라는 메리트, 강의실 거리를 고려하지않아도된다는 부분으로 단점을 커버하기는 어려운것겉다.. 적어서 학교생활하는데 있어선 취업률은 감히 깡패라고 불릴만하다."
1185,"공부하는분야가 다양하다 프로그래밍, 의학, 물리, 수학 등등 공대에서 배우는것들을 거의 배운다 하지만 그에비해 배우는 깊이는 얇기 때문에 대학원까지 고려해야 하는 분야가있다. 반면 다양한 분야로 취업할 수있고 병원과 회사 둘다가능하다."
1186,캠퍼스가 많고 커리큘럼이 잘 짜져있고 지원 프로그램이 많아요
1187,"학과내에 행사가 많아서 선후배, 교수님 간에 유대감이 좋습니다. 커리도 확실해서 믿고 따라갈 수 있습니다"
1188,
1189,
1190,
1191,
1192,
1193,
1194,학식 맛없고 주변에 놀거리 작고 대학가가 크지가 않고 경사가 좀 높다는거 빼면 좋다.
1195,교수님 한분이 반바지를 못입게하고 학과에서 자기 맘대로 하는 경향이 있지만(수강신청 소프트만 따로하거나 이건 필참이다 등등) 그런 점 빼면 너무좋다 교수님들도 다 열정적이고 잘가르친다 배울의지만 있다면 1학년부터 얻어갈 수 있는 지식이 많고 질도 높다. 원어강의여서 더 좋은듯 다만 커리큘럼은 너무 필수적인거만 배우다보니 신기술에 대해선 따로 공부해야한다 그리고 학과에서 이것만 들어라라고 정해주는건 불만이다 중국어같은거 필수지정해놈 부전공도 지정해놈 알아서
1196,
1197,
1198,평판도 좋아지고 시설도좋고그리고 역에서 바로 학교도착하는학교가 몇개안돼요 ㅎㅎ 꼭오ㅓ요 선배도 다좋음 ㅎ
1199,행정학과 짱 행정학과와요 행정행정행정행정행정행정
