,0
337,장점 -문이과 상관없이 수업을 들어볼 수 있습니다. (교차를 꿈꾸는 사람들에게 좋을 수도 있습니다.) -학부단위여서 아싸여도 눈치 보이는 일이 덜합니다. 단점 -학부 단위이다 보니 학과에 비해 사람들 간에 결속력이 떨어집니다.
338,학교가너무좁아여 일처리가그지같아여 선배랑친해지기힘들어요 억지로술맥이고이런건없어요 가끔좋은교수님들있어요
339,글쎄요 과라는게없어서..ㅎ 저도 아직 제과를 잘모르겠네요..
340,학교가 엄청 작아요. 캠퍼스 라이프 따위 없어요. 학점은 잘 줘요.
341,학과가 없어요. 트랙제도 쓸 데 없어요.
342,
343,
344,트랙제도가 아직 어수선한 느낌이 들고 트랙제도로 인해 학생회가 아닌 이상 특정과 선배나 동기들과 깊은 관계를 맺기 상대적으로 어렵다는 느낌을 받았습니다.
345,인문학부에 과가 4개 밖에 없는 게 너무 아쉽습니다.
346,
347,
348,비록 통합되서 제품과는 사라지지만.. 사라질따까지 제품과 흥해라!!
349,좋은 사람들이 모여 만들기에 좋은학과
350,
351,
352,
353,
354,생각보다 학교 시설은 괜찮습니다. 학식도 가성비 괜찮고요. 시설도 깨끗한 편이고 다 괜찮은데.. 행정에 문제가 조금 있습니다. 대부분의 학생들이 불만을 가지면 여기에 불만을 가질거에요.
355,장점 -문이과 상관없이 수업을 들어볼 수 있습니다. (교차를 꿈꾸는 사람들에게 좋을 수도 있습니다.) -학부단위여서 아싸여도 눈치 보이는 일이 덜합니다. 단점 -학부 단위이다 보니 학과에 비해 사람들 간에 결속력이 떨어집니다.
356,학교가너무좁아여 일처리가그지같아여 선배랑친해지기힘들어요 억지로술맥이고이런건없어요 가끔좋은교수님들있어요
357,글쎄요 과라는게없어서..ㅎ 저도 아직 제과를 잘모르겠네요..
358,학교가 엄청 작아요. 캠퍼스 라이프 따위 없어요. 학점은 잘 줘요.
359,학과가 없어요. 트랙제도 쓸 데 없어요.
360,
361,
362,트랙제도가 아직 어수선한 느낌이 들고 트랙제도로 인해 학생회가 아닌 이상 특정과 선배나 동기들과 깊은 관계를 맺기 상대적으로 어렵다는 느낌을 받았습니다.
363,인문학부에 과가 4개 밖에 없는 게 너무 아쉽습니다.
364,
365,
366,비록 통합되서 제품과는 사라지지만.. 사라질따까지 제품과 흥해라!!
367,좋은 사람들이 모여 만들기에 좋은학과
